session,run,seq,policy,robot,t_gen_ns,t_selected_ns,t_tx_ns,t_rx_ns,deferral_ns,channel,rssi_dbm,snr_db,payload_hex,payload_bytes,freq_mhz,sf,bw_khz,cr,sent
HWS-002-FIFO,3,184,FIFO,limo02,1784024212252186372,1784024789343056647,0,0,577090870275,6,-102.41,0.53,0x5ffe8b898304064d9e211ad84fafd71ff22e108ddea1977230c0240a38d61643ebd0f3d49361a2176585683b5513e90fd82aa914,52,868,7,125,4/5,0
HWS-002-FIFO,3,185,FIFO,limo02,1784024215567003988,1784024311507475536,0,0,95940471548,8,-85.12,3.62,0xb00c730ba2d961283d0087acdb2f8a54d2f4385d72bd8d74e5bb44dffb55591a56b7ff51bd25298597355fbe57c195eb12f8eb4c,52,868,7,125,4/5,0
HWS-002-FIFO,3,186,FIFO,limo01,1784024221118265660,1784024416221773216,0,0,195103507556,9,-100.48,-3.29,0x976ed9608914386f8e9eaa751a0ee297e955993840b66743d4f7233f1f0ea9333dd7141f76dc30f2d06c8ba7de034b950d66bbed,52,868,7,125,4/5,0
HWS-002-FIFO,3,187,FIFO,limo01,1784024225481230490,1784024474188927178,0,0,248707696688,5,-102.83,-3.93,0x2dc4dabbdf687a8e68a49c8e3ba8470ed9b16273ed6e6dfe781931467132f07065ca207c857865b521fd9d07cc2b688fffba5e11,52,868,7,125,4/5,0
HWS-002-FIFO,3,188,FIFO,limo01,1784024228027416787,1784024479929224069,0,0,251901807282,3,-91.49,8.61,0xc60e463da03850c17e4dfdfde182769f2b23eaff3df4a8d8b54b02a1f81b0ef9bbbe34c29073b80637ce9c6afa4eb4e0ce9f4b3d,52,868,7,125,4/5,0
HWS-002-FIFO,3,189,FIFO,limo02,1784024232849461489,1784024832849461489,0,0,600000000000,0,-82.97,2.88,0x839acf854a488ac01e9c65af9336d1dabd0d48a2bfeff649f3ac04c6b558ed565dbdf3ba58a67c17cbf242b66fc883f8ac4f7862,52,868,7,125,4/5,0
HWS-002-FIFO,3,190,FIFO,limo02,1784024234900409530,1784024474311147165,0,0,239410737635,8,-83.41,14.87,0x32528be9ca70a5f41960bb9757047b7913cc5c7369054ecdc42d3789932d9795687db1402e7c721d0dd62b1495b38aa6ba93e600,52,868,7,125,4/5,0
HWS-002-FIFO,3,191,FIFO,limo01,1784024236207420399,1784024397213693294,1784024397213697432,1784024397381352327,161006272895,2,-89.36,-3.03,0x2a61b89a54d4943c73b991f602a95880ae2e3625a873d45e1b2cb9cc76a4f56321166c8d08407c3a1b1dead90694c9a5d0985ae9,52,868,7,125,4/5,1
HWS-002-FIFO,3,192,FIFO,limo02,1784024242787364207,1784024381392550567,0,0,138605186360,2,-98.75,-1.77,0x28572f1c5e1b6704cf7c27f0ed8a7c5f3975256201deff00f94fd11e138e5e6a52e426b5fe747d71323087eabce82abfc69bc35f,52,868,7,125,4/5,0
HWS-002-FIFO,3,193,FIFO,limo01,1784024246912421650,1784024411621336020,0,0,164708914370,4,-90.86,-1.15,0x7dcbe69da0eb2dfaf5a6106641f31fd861d03855c65a9a53f3cd48c4f9eaeabf561c5101b7759086057ffa966ae96fb320546a04,52,868,7,125,4/5,0
HWS-002-FIFO,3,194,FIFO,limo02,1784024246920392585,1784024365085119463,0,0,118164726878,1,-92.61,5.86,0xeeb3119e924f2677968b1d71f58cf6e5a3095032c8b3232691f6ff4d7edc016c10bf06091f87e2b884b7d83a712dfcc31e8484b3,52,868,7,125,4/5,0
HWS-002-FIFO,3,195,FIFO,limo01,1784024251323009004,1784024413528214386,0,0,162205205382,10,-94.18,5.93,0x2ab49948b70bcff210a817f00dae638304b8ba4e4f6eca160cea38324931bbe2e91b7b486c2407b5caa8a8c702c8868b7d7008e7,52,868,7,125,4/5,0
HWS-002-FIFO,3,196,FIFO,limo01,1784024253803951903,1784024413480999684,0,0,159677047781,0,-87.45,14.87,0x3db7b5880eba45d9580f34340d5b90345d73bfd320a219072ca54744519b09f31a336b1daf69e79395d4bd60c4bd9db31aa5ffce,52,868,7,125,4/5,0
HWS-002-FIFO,3,197,FIFO,limo01,1784024257173488216,1784024318689800072,0,0,61516311856,3,-108.75,4.29,0x8b1d84793c54f7f8616f3edffc425bf46dfe4a9a19b9c35083417fcf44322d9443f9c11feeee8aa6fa3dca383bbef9c4a6a59fdb,52,868,7,125,4/5,0
HWS-002-FIFO,3,198,FIFO,limo02,1784024264197934642,1784024354578043777,0,0,90380109135,8,-82.69,12.19,0xd0a0245c9ac22733f5efef305e9b166b0a753a8b5f1b10e11850a08501efe464a583f728d6260b5911328cce0bdb02716380e770,52,868,7,125,4/5,0
HWS-002-FIFO,3,199,FIFO,limo02,1784024265196520003,1784024371581068679,0,0,106384548676,10,-92.57,-3.57,0xaad8179d1fd70974a3d0a65e584b85c7e72cf2c65c99d568fe4b895c5302c81b31c1b2c025d9f68c34913f0f421068e65ffa454a,52,868,7,125,4/5,0
HWS-002-FIFO,3,200,FIFO,limo01,1784024267434039179,1784024415187638838,0,0,147753599659,5,-87.83,13.22,0xec358afea1938d0a44025b11a48652a9980bd9641cfc0f38be5ce5bd60b4ca08add90f3fde5bdc83950a8b159e88c9d6209cf0b9,52,868,7,125,4/5,0
HWS-002-FIFO,3,201,FIFO,limo01,1784024273643163640,1784024390466428241,0,0,116823264601,5,-94.10,0.69,0x5ef869338f2da1613cb86083a59b58c580b6fd65468aa771b4ba92521f5a637431114a3789e7db67d26d78ffe33337c5bdda0aff,52,868,7,125,4/5,0
HWS-002-FIFO,3,202,FIFO,limo01,1784024274743740303,1784024412287089771,0,0,137543349468,10,-101.11,8.32,0xb9da47e9f494e6064af1b1142da6aeecce6df219a98fc7f2ba6fef5d7c5d35a604401a2fbd6360c0e1a7058f518b1f7bedc736ca,52,868,7,125,4/5,0
HWS-002-FIFO,3,203,FIFO,limo01,1784024277938526608,1784024440386183073,0,0,162447656465,8,-100.02,-4.14,0x4d3398e045133dfa9319491a417b819d64d690ef178f2994024ee1c1709ede7dafb5e8d2898464457e1e3cf4c20386a8f1e08883,52,868,7,125,4/5,0
HWS-002-FIFO,3,204,FIFO,limo02,1784024282070239811,1784024449919962476,0,0,167849722665,0,-82.26,-3.32,0x727ce30d17cb7983df2a2364436b7f75fa7842e8729d10a877a8c9c2abeec5ce92abf555a87a1b5c8688338116fdc5fd55fc6f18,52,868,7,125,4/5,0
HWS-002-FIFO,3,205,FIFO,limo01,1784024285440163131,1784024390481484439,1784024390481486968,1784024390653635107,105041321308,10,-95.70,13.73,0xec9f9aed8e8a6a7fc56bb0bf4d51bc24704a1604c4f5c1894e54a53a5f686bcdc3563628605b409d72b806a488b7aafb906dbe35,52,868,7,125,4/5,1
HWS-002-FIFO,3,206,FIFO,limo02,1784024292066410884,1784024389710472199,0,0,97644061315,8,-102.52,5.88,0x8ceff5598f99c13b7cf48a00b7f1047377895dc509aa0f4cd68cb4bd02a33b96fb3ceaf48006a81defb152e6e3ffe7b30a1ea268,52,868,7,125,4/5,0
HWS-002-FIFO,3,207,FIFO,limo02,1784024293216814420,1784024372473636624,0,0,79256822204,3,-96.28,4.11,0xea3e866a95c11c0fffc385a66e53bc741086783d7b35b0d72cca4fb37611a834bb12ec1839c17231172b63f54a008cf097e2f733,52,868,7,125,4/5,0
HWS-002-FIFO,4,0,FIFO,limo02,1784024297875079854,1784024594262243251,0,0,296387163397,9,-104.84,10.41,0xbade265e34c66d39e6b187f049a75c1361b9323bd83b4630936eef175f759762382ffed284be10fcd3df38d7ede65f763e8fbe6d,52,868,7,125,4/5,0
HWS-002-FIFO,4,1,FIFO,limo02,1784024300579028967,1784024796206113932,0,0,495627084965,2,-81.37,-4.99,0xa5b0d378eb73725c66e2ad1565978339aa2a78a0a61bbd0bdd2ba1fe7eeb6aa2e2cc6278371381bfa3885520bc25a35df92d569b,52,868,7,125,4/5,0
HWS-002-FIFO,4,2,FIFO,limo02,1784024302446594298,1784024397486271574,0,0,95039677276,4,-89.86,-2.53,0xab7795bab3c8cf523d1201ebedc75768c7a039b415e4f99320698931560cae4948273117b1740edb963e3b4c937dfdc6ad9cd4cc,52,868,7,125,4/5,0
HWS-002-FIFO,4,3,FIFO,limo02,1784024308737407145,1784024596185002201,0,0,287447595056,2,-82.67,7.85,0xe28cb7735b6772ef560265adf321481dc99eb8b6506bc6c7a2770c1c42462cef1ac8087cfc30ca20d826c805466f7bfbe4fbd05b,52,868,7,125,4/5,0
HWS-002-FIFO,4,4,FIFO,limo02,1784024309365050528,1784024537037975808,0,0,227672925280,2,-83.73,9.59,0x4e57066c8ec571cc78f9823d34a5e2e127f69b266e02988e2030d7bd4f4e0261634b73b5860c86aea78cdcb21f202a4bc26643da,52,868,7,125,4/5,0
HWS-002-FIFO,4,5,FIFO,limo02,1784024314693151715,1784024444961664168,0,0,130268512453,4,-89.37,6.25,0x35edfd28f2ed4138e11d4ff87e7454cfcb81286fc5b29846fec86e4331688e253f08a1d75f68c659964a0c4795a635276281b391,52,868,7,125,4/5,0
HWS-002-FIFO,4,6,FIFO,limo01,1784024318441758641,1784024554015868837,0,0,235574110196,10,-80.09,13.24,0x8f6dce4e54abbc0d171cc07ee030fdc653bf7120b3789cd3dcbd3d1375291846ca2ea80cca0105e0c0f381544c98deca8f2f2444,52,868,7,125,4/5,0
HWS-002-FIFO,4,7,FIFO,limo01,1784024322491982122,1784024527174426029,0,0,204682443907,4,-101.65,12.90,0x93ebc8ab1aed385dde265e277394f7cfeff57bbf513b01405b4d490d965b9c3863d77909779e8e25592fff2fb4b42ea2045847f5,52,868,7,125,4/5,0
HWS-002-FIFO,4,8,FIFO,limo01,1784024324251917335,1784024427374006646,0,0,103122089311,9,-94.28,5.03,0xc9310fa0a08527a07cda95699aa07b30f42f3e7d080d94b7930de87ca37f4d85522f8bbaf1493867cc300780353fbe280a481c04,52,868,7,125,4/5,0
HWS-002-FIFO,4,9,FIFO,limo01,1784024329549339354,1784024490348433431,0,0,160799094077,10,-94.14,6.72,0x1f4b78b42240b437f92b3a2a04107a17a28a1dac30a25713ee2e62bac959173a41470a18ebb85c6a7a01e05e6a958c96c3062d3c,52,868,7,125,4/5,0
HWS-002-FIFO,4,10,FIFO,limo02,1784024331093727777,1784024382874577225,0,0,51780849448,9,-97.06,-1.26,0x463359704209da0a6352b493459a8d8e8f1d6601cc48f3962ca52357246806f4763a720fc4b689d5bd8164f24183376f4294bc31,52,868,7,125,4/5,0
HWS-002-FIFO,4,11,FIFO,limo02,1784024335287903203,1784024444192141051,0,0,108904237848,7,-106.39,1.48,0x53601bc8587b78a3c28c30dc34e06c8f0ca77427c3cfe95e649164302a34a75bf9c46c8e7123d5dcef7dce88eb5cca755cae6f86,52,868,7,125,4/5,0
HWS-002-FIFO,4,12,FIFO,limo01,1784024337027636087,1784024408349195176,0,0,71321559089,5,-92.56,12.29,0x80584c0d5fdb1b1cabb2dcc28c692b312f64d35de0b6ec29f9bf4e7380e9ec6f45b76f09a2e26fb1a3b591cdbc3f4fdb44b99d54,52,868,7,125,4/5,0
HWS-002-FIFO,4,13,FIFO,limo02,1784024342179758256,1784024491158249668,0,0,148978491412,6,-98.96,10.92,0xb39e2f506b2334f18678addd65ff1546fba32aae3798e59e2b94a76307de9d39030870bcded11f7f4d5f47c8fc9fecc9b6e59a51,52,868,7,125,4/5,0
HWS-002-FIFO,4,14,FIFO,limo02,1784024345008465563,1784024429763742226,0,0,84755276663,2,-93.55,8.91,0x3a1c63db3a1ac25ff160c75c6b916fbf72ca3d8e67aa77948da62fb14f7c3c63f07fbf95a5013b8f071c4851428df316ad51b9f1,52,868,7,125,4/5,0
HWS-002-FIFO,4,15,FIFO,limo01,1784024346548099626,1784024482781422202,0,0,136233322576,7,-101.57,7.45,0x1766952881e05ef52df2e0933dda0600676aa7f3b2072af28cb45bfd1bfe00ab259e0f23497c21723e637fa5cc3871ded0b96ebb,52,868,7,125,4/5,0
HWS-002-FIFO,4,16,FIFO,limo01,1784024352456586697,1784024568394226829,0,0,215937640132,1,-99.52,11.33,0xe912f68b70d6bf265f8fcf9eae1fc3097f3e5c53a8aefdbd6c0f157ed3ca45963ad66b40c74340e250e6732fc81a9baa0c49917b,52,868,7,125,4/5,0
HWS-002-FIFO,4,17,FIFO,limo01,1784024353587666453,1784024539562442913,0,0,185974776460,6,-101.84,-0.17,0x0ee6992261d030fcf6eea8ea83c2601da7b7616f32f74c01662c46b3469dad91f435da35bdf1f5b93ee89553ef5e43a0bc518772,52,868,7,125,4/5,0
HWS-002-FIFO,4,18,FIFO,limo01,1784024356930747988,1784024447059801012,0,0,90129053024,4,-107.38,1.34,0x9b280acf66f1ba4fe7cf999941a76fb427c5bed956cbb7fa82c8dbb3dc99883775ae093a06c5d0198e243e3e3bb67bf25819acb1,52,868,7,125,4/5,0
HWS-002-FIFO,4,19,FIFO,limo01,1784024363461642848,1784024510433522190,0,0,146971879342,3,-85.25,6.81,0xac0f923e3abb043ab678d50d388ce16ccbcf7136cb78791b6d905c6c4b0aa2d59f6ee1b67610aa7e88d71d5472b2a80f428a96e3,52,868,7,125,4/5,0
HWS-002-FIFO,4,20,FIFO,limo01,1784024364922278786,1784024521427488605,0,0,156505209819,5,-95.00,12.97,0x910e7c3c05c0852dc0756a35c25b428ce8dade790ffeee48887596d18a2f29a440094be0710acd0ee5780a34e4c2359124b9b3bf,52,868,7,125,4/5,0
HWS-002-FIFO,4,21,FIFO,limo01,1784024370456238429,1784024547146929800,0,0,176690691371,5,-81.58,12.63,0xab037d0a33302700b7439256f45bbec59369bf368bd1ddbeab996fafc83e419e13ea6a732e3735c5154bf6ccacdeb01541f069a2,52,868,7,125,4/5,0
HWS-002-FIFO,4,22,FIFO,limo02,1784024372706835563,1784024534746089196,0,0,162039253633,5,-93.97,8.59,0x89b375d85cba0b37a01cde5c368bcf33d37c7aef14c5cf50b8a79006a0bed446fb16a414718f944db9eab6223f15baabd870b566,52,868,7,125,4/5,0
HWS-002-FIFO,4,23,FIFO,limo01,1784024374533449716,1784024540930379861,1784024540930383501,1784024541103727205,166396930145,8,-104.80,11.94,0x65a930c5754b62fe5f32229b5a83907349c95f6000218b61bfa54e3a0ae5019a99d178c8bba68e7ce1a20b7664bed4ace5672a17,52,868,7,125,4/5,1
HWS-002-FIFO,4,24,FIFO,limo02,1784024379721565223,1784024485143332378,0,0,105421767155,1,-97.70,10.67,0x5387b37272c55cf6aa355c367d3af6745dac7d5f464528536c590589a0e1be8f92dbb2f46f9d2308c711ccc15dca114d604c4708,52,868,7,125,4/5,0
HWS-002-FIFO,4,25,FIFO,limo02,1784024381927218582,1784024600030545365,0,0,218103326783,3,-85.49,6.47,0xda85dfc3d5d84f18875b5c1d34ba1cfc43732379164e330f9f2c477238a01e2df224746ce636935f36a5765f52d8b0aee1db3709,52,868,7,125,4/5,0
HWS-002-FIFO,4,26,FIFO,limo01,1784024386250446020,1784024680439661724,0,0,294189215704,0,-107.47,3.65,0xf5278bea89d4003dd8b0de8c3fa17db166a81e522426f9b0bc5d2ea49aca8d9fe77ed67978cc39c59df29d4e08b2b940c3c415b5,52,868,7,125,4/5,0
HWS-002-FIFO,4,27,FIFO,limo01,1784024388330974820,1784024575207438826,0,0,186876464006,10,-99.69,-5.00,0x32a80d7f9571f1d57a38098de3f6be713bf9a41cb8905224a445aa30a646f56d2821e6e0e40beae5e01b5bc8f5a8b5a3027a0ced,52,868,7,125,4/5,0
HWS-002-FIFO,4,28,FIFO,limo02,1784024393220083441,1784024573755052645,0,0,180534969204,10,-97.31,11.50,0x535d038b8a7665e97a708eff729ae4655c4afdeeb7c3f6243ee03b7d128312cb5419f303dcc7796463cc86d2641ba193d928ec8a,52,868,7,125,4/5,0
HWS-002-FIFO,4,29,FIFO,limo01,1784024397164757706,1784024597187613376,1784024597187615520,1784024597353554828,200022855670,5,-103.76,-3.55,0x923c017a5f6af27d41920bc909cca0f080eae19048d2c0bd934f53971e0e531d42cc3603672254446edb524913ac787d76bab5a3,52,868,7,125,4/5,1
HWS-002-FIFO,4,30,FIFO,limo01,1784024397390618937,1784024686132480430,0,0,288741861493,5,-93.16,-2.10,0xebaadcfe6718472712c338d7c19654245b9be7201358315ef19510f496cc80f55923c89618b50b088b63f625fbc57fc6bebb703d,52,868,7,125,4/5,0
HWS-002-FIFO,4,31,FIFO,limo01,1784024403161239219,1784024521952359611,1784024521952362558,1784024522123702790,118791120392,6,-84.97,12.29,0xa3415c0111efbab6cf1037c36d4e89e9f8a41951307268a4f6161c9ffc85a84e5dc1f7e217b699bb20b6c915b929f81d029f802f,52,868,7,125,4/5,1
HWS-002-FIFO,4,32,FIFO,limo02,1784024404519854626,1784025002923817698,0,0,598403963072,0,-86.13,-1.65,0xe30b0bb94d14f8a788abbb13500bc4c28776c314e4febcf0cfca629169b3e5c1a279d1e7b4e59d9e8f8145c201dbb045b54f5b5f,52,868,7,125,4/5,0
HWS-002-FIFO,4,33,FIFO,limo01,1784024411036006302,1784024729838713469,0,0,318802707167,8,-84.01,9.53,0x55b9b3335bcd40cfd92107e3d2ce50ecafff50d0cf94fc409264dc7a1ea3cd66533e4da344de7bab84b2fae60508f7e644a38a88,52,868,7,125,4/5,0
HWS-002-FIFO,4,34,FIFO,limo02,1784024411846484071,1784024693287516602,0,0,281441032531,9,-109.31,10.98,0x07de7d6c59baa58c75bbfa954561357e5d10d4bb1aa916c1d0ff3e8b75e3333ebb9da5610bad5fc8fd2c1710c48dfb6d19cb068d,52,868,7,125,4/5,0
HWS-002-FIFO,4,35,FIFO,limo02,1784024415751011648,1784024631396295786,0,0,215645284138,7,-104.87,7.32,0xc1dd67a703d68f7ad413339d545d13a651cb9f5b0f6439ae6b7d002ad2396ada0937f9f11e29de548f09c99a5165f7edb2a3dbce,52,868,7,125,4/5,0
HWS-002-FIFO,4,36,FIFO,limo02,1784024419554552621,1784024583069154375,0,0,163514601754,5,-98.45,6.84,0xd5d32fb630ec4d1d6b00659e2d8bda2c73cfe76010d280a37ac6b98fe4dab2d92307199905f9710525bdcbe0744f9c0a24941d02,52,868,7,125,4/5,0
HWS-002-FIFO,4,37,FIFO,limo01,1784024425198082255,1784024513855668576,0,0,88657586321,4,-109.31,8.94,0x0bbfe04d4eb6386f6d37db541da0974e02db50dd35705c9215b3a583db8a806288c41a7857d78c1d75d8e5453838daee17ed63ef,52,868,7,125,4/5,0
HWS-002-FIFO,4,38,FIFO,limo01,1784024427704457308,1784024716914245106,0,0,289209787798,10,-81.67,12.12,0x83a169d2566b57f91838ab3d9237bb2a0ec8c9f699c10e9b8753aa21a822a08db695c7d1a9815fd764ab7b32cd3ecae2056479b6,52,868,7,125,4/5,0
HWS-002-FIFO,4,39,FIFO,limo01,1784024431443992446,1784024618612748669,0,0,187168756223,0,-85.00,6.66,0xfaf19d7b87094fe232d800e5dda63a6294499176e860f0aebc7f04351d08b2ec7519f118cf1aed46c5de1f2fb4834a9d19519c18,52,868,7,125,4/5,0
HWS-002-FIFO,4,40,FIFO,limo02,1784024432481762023,1784024575549369863,0,0,143067607840,7,-104.44,-2.47,0xf4a3a84b86130a9b9a376a869eecab0c4057684f7af008b201e5ae6ffb613a1c1e76d1b5581f0aebf1ce8589ae324cd85123e88d,52,868,7,125,4/5,0
HWS-002-FIFO,4,41,FIFO,limo02,1784024436089309975,1784024531648357410,0,0,95559047435,10,-95.72,7.65,0xe93640a5c326dae656b7e9c12da11b0b4e28d995a6181a967c729b433d5a473e15e75cff46466eb44f27a3e3607133d8b862fcdc,52,868,7,125,4/5,0
HWS-002-FIFO,4,42,FIFO,limo01,1784024440771217194,1784024733720856489,0,0,292949639295,1,-107.97,5.11,0x51a8a6c30b5107c88a585fd80b84b68555803687628708380eafaf48d2a9f0339e2e1a5adfba05ce84afc1ad0871eba2a4859236,52,868,7,125,4/5,0
HWS-002-FIFO,4,43,FIFO,limo02,1784024442876988263,1784024548367934491,0,0,105490946228,1,-97.63,6.71,0x16c10a7370b568f57260ff146d4eca559c07ff68db368e0566ff5c429f917925280e9e0556e58a42479b72f395d923c528ae2595,52,868,7,125,4/5,0
HWS-002-FIFO,4,44,FIFO,limo01,1784024445149904224,1784024560477241585,0,0,115327337361,2,-96.24,1.38,0xa7272581c9836f571aa80dfac2da7355e92940e40c558d43ecbf9a01a53227872e997ec7ba8f1f15e9cf6fc843d2f441c12940a5,52,868,7,125,4/5,0
HWS-002-FIFO,4,45,FIFO,limo02,1784024449965319568,1784024602802234150,0,0,152836914582,1,-109.84,-2.92,0xf3fb4c2e0562e0e8576bbb7a8bbb378f7fe78bda54fd28bbf924581600459fd7a3a66eb23447b2b14e72c5cdfa9b29085d97510a,52,868,7,125,4/5,0
HWS-002-FIFO,4,46,FIFO,limo02,1784024455721424819,1784024797197377436,0,0,341475952617,5,-85.72,1.42,0x7fbc4f82027e7cc16d908870c2ffecddcf39e1575340d9028e9087be28868f0ee241c76cc0259bc72356ceba250667824da48b5a,52,868,7,125,4/5,0
HWS-002-FIFO,4,47,FIFO,limo02,1784024457074949250,1784024598925042543,0,0,141850093293,1,-99.91,12.44,0x61e85e4ee9afcf98d6d196ba31ea22414c811d7a8b2134f1b9c474141f385a26b2b46c614dc90e93f7533f83f7a4acd74d63166e,52,868,7,125,4/5,0
HWS-002-FIFO,4,48,FIFO,limo01,1784024459043286644,1784024640907567570,0,0,181864280926,1,-82.75,13.42,0x11c4b47707d2b0bb961659c1b767d1d385b2cf7ae11d2629867db8f184864b83e11f68342c40be648dad5acd8cd18a6d32695079,52,868,7,125,4/5,0
HWS-002-FIFO,4,49,FIFO,limo01,1784024463626042905,1784024636408694025,0,0,172782651120,10,-83.88,11.33,0x849638f0d081c1c68bc35a68ee504d5eb68eabde81d401c96ed922a824cc97b6b1792c712c67aabc703879df0e3dac05f29e8dfb,52,868,7,125,4/5,0
HWS-002-FIFO,4,50,FIFO,limo02,1784024469499980630,1784024618521864539,0,0,149021883909,1,-100.76,5.13,0x6bcab6a6935ea837f0a8d262b954612601e104c93d1fbb80860c9ea9fbe913fa3431eb5d6ec450bf5b8eceafdbd9d75790187e8f,52,868,7,125,4/5,0
HWS-002-FIFO,4,51,FIFO,limo02,1784024471056797324,1784024650584943133,0,0,179528145809,2,-88.95,-4.81,0x08ecbe09e98c168a33267fa0ede98c52eb11010d034e8a7a709dfb08e062a817c4938fece49f0d9096a03a368fa7fe81402757d5,52,868,7,125,4/5,0
HWS-002-FIFO,4,52,FIFO,limo01,1784024474903156436,1784024669884594280,0,0,194981437844,8,-97.75,1.88,0x8aa855b5c239632d0ad6e9c5f0802c0614de74a66b4a57e8d84a2e62b1d41997fe7450eab4e254f5ad9071f37a1aa42760fafa47,52,868,7,125,4/5,0
HWS-002-FIFO,4,53,FIFO,limo02,1784024478271005915,1784024822670888662,0,0,344399882747,2,-102.51,4.25,0xb27a8cd1aca45fdd5a0498e62f976de59b4dd1ec227ccb15f8039515800cfa4828b6c2f7af125e1a53970b577bcacc126755b917,52,868,7,125,4/5,0
HWS-002-FIFO,4,54,FIFO,limo01,1784024480360403985,1784024639685680873,0,0,159325276888,9,-97.44,13.01,0x9a87097e25e3d2deca156fe9bcd8d89a6b8599960e8827db1defbf58fe8f12f4b9abe8d1cebec2aabfbfd34dc35c9875ef2cc480,52,868,7,125,4/5,0
HWS-002-FIFO,4,55,FIFO,limo01,1784024484400020754,1784024740527414307,0,0,256127393553,10,-86.94,10.09,0xfd4e6da20f9f30cc0fafa4a5fb4f3f3282d02daa0476e34808749128ae2c132d8f964ec3e568439071b57d15f04842b82ba7b2db,52,868,7,125,4/5,0
HWS-002-FIFO,4,56,FIFO,limo01,1784024489164125529,1784024647268870964,0,0,158104745435,3,-87.91,-3.22,0xe08af7621082e5d6ea54d773a410aa8ec22e422d28d1e9234f9a0dadbf3ba01ed44656118fdf3c640409db93cf26f9241f0b4ad2,52,868,7,125,4/5,0
HWS-002-FIFO,4,57,FIFO,limo02,1784024489556169628,1784024571112665198,0,0,81556495570,6,-88.48,-4.18,0xa1cfc27ddcea8c866d8a8cb7bf91521e1d4b68d6afee58e35e6dfe2ae916cca3cc867e3440e4419b1771cde77217dc806f04f309,52,868,7,125,4/5,0
HWS-002-FIFO,4,58,FIFO,limo01,1784024493007118128,1784024587085091696,0,0,94077973568,6,-81.18,11.40,0x39b5842a1ae1dc6bd492476bb99b309ad8df133f580d27f43efde0245f23b4053fb0dd0f5d0f099d55488dc02aaf085fefe078de,52,868,7,125,4/5,0
HWS-002-FIFO,4,59,FIFO,limo02,1784024497942113871,1784024662191295929,0,0,164249182058,2,-101.69,11.67,0xcf4d17aae9523a1f0e09a4f321f279275e2c58c427d9fdf39957d09317ca21f1f0089c9b2684b2d61c6a82d928f6997e0b073a84,52,868,7,125,4/5,0
HWS-002-FIFO,4,60,FIFO,limo02,1784024500878774234,1784024738112303807,0,0,237233529573,4,-82.54,14.01,0x606933705c14e03a0744803e4570df1cecdf801fcf438668ab04159dbb8f4bee304ecb563f779af5eb9af61367d2b822a51f00b9,52,868,7,125,4/5,0
HWS-002-FIFO,4,61,FIFO,limo01,1784024505289108966,1784024647113910983,0,0,141824802017,6,-96.82,-3.66,0x377ba0cd17048d15cc619d4e068cd0b1bc073bfe5417a66d765ed5fc82a5fa3e47dc31992f5a8c239d3ed9703e4c0c0eaea7a16e,52,868,7,125,4/5,0
HWS-002-FIFO,4,62,FIFO,limo01,1784024510031228391,1784024689929317507,0,0,179898089116,10,-104.60,-2.97,0x56b376337ce4de04fc0ed7df3b528bb989cb04dca22d7048c9673d4522a3d111a138522d8fe7a8f39db1390d5a0560a0225d8e57,52,868,7,125,4/5,0
HWS-002-FIFO,4,63,FIFO,limo01,1784024512980843309,1784024670394242248,0,0,157413398939,7,-100.78,11.82,0xef00e13f51455cdfc06eaa65aa8068fbf5aafc8a9fe97f80b414b64a0e6c71d99ef3adfba1f7bee8bc7729e53acfe2a9d9b627b5,52,868,7,125,4/5,0
HWS-002-FIFO,4,64,FIFO,limo02,1784024516833419288,1784024727691065271,0,0,210857645983,9,-106.60,3.62,0xb536c991876f1402c8172e8dc010297231632719b656e63c6a78f1a5c606e0de9cb633bfad6616c5dff9ec0d20495afa301c76d5,52,868,7,125,4/5,0
HWS-002-FIFO,4,65,FIFO,limo02,1784024517394257105,1784024954330360642,1784024954330362516,1784024954504999471,436936103537,9,-100.87,6.47,0x6212441f70ba18e172996e8415e2c8582bee5a0bca27a391674212c111c448ab5fbf19577f34c41aab6f21545b4244f20941198b,52,868,7,125,4/5,1
HWS-002-FIFO,4,66,FIFO,limo02,1784024524179988677,1784024635241776629,0,0,111061787952,4,-101.40,11.52,0xc4f9ae8eaa0accbc71b393f4e369286325a316f48c814862420db4ac558dc7a53dd303e2e0b39993b3425fe4aea8240508206d85,52,868,7,125,4/5,0
HWS-002-FIFO,4,67,FIFO,limo01,1784024526481491978,1784024691956640054,0,0,165475148076,2,-105.33,-1.27,0x54c70b781a237590402f0ed8677598d2671abf0ab90fcb6bb2aa21b6cb6dd21377a848b6f7a95c236dc815953d2906816bd5ae6b,52,868,7,125,4/5,0
HWS-002-FIFO,4,68,FIFO,limo01,1784024530834326791,1784024838859688790,0,0,308025361999,9,-95.73,9.83,0x0ca08e0ad492c36fa264e5f4285edf291181de87d43fdcb081b85e02a4965393bf2ed72c4f43299e2248ba597940756ffe08aa59,52,868,7,125,4/5,0
HWS-002-FIFO,4,69,FIFO,limo02,1784024532654538410,1784024587458195596,0,0,54803657186,2,-88.12,-3.52,0x1cf480ac41220c191b8b25aadfc8f71a35fd910fad3582c30e0cdbeccea652e0667dafaf0521d24d1afaeff1fcb467a7bd8b44eb,52,868,7,125,4/5,0
