session,run,seq,policy,robot,t_gen_ns,t_selected_ns,t_tx_ns,t_rx_ns,deferral_ns,channel,rssi_dbm,snr_db,payload_hex,payload_bytes,freq_mhz,sf,bw_khz,cr,sent,deferral_s,channel_delay_s,packet_age_s,airtime_s,measurement_status
HWS-002-FIFO,6,63,FIFO,limo02,1784025950588427927,1784026233652862837,1784026233652864239,1784026233827504802,283064434910,2,-102.89,4.06,0x7c19d01c2ee6fabbbb13c61f8d34703cda2a9e766933f539b378314d117fe5785ec208e589eab50e596f230a9eb36ff7642b0eb4,52,868,7,125,4/5,1,283.06443491,0.174640563,283.239076875,0.102656,MEASURED
HWS-002-FIFO,6,64,FIFO,limo01,1784025954358982472,1784026085888274209,0,0,131529291737,0,-85.03,5.28,0x53a451568c5f635b1f7a3033aaa66c945fa44672397967662c1616693ca3ca47e4e580fab88907931540c68558623e79e147c162,52,868,7,125,4/5,0,131.529291737,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,65,FIFO,limo02,1784025960068782160,1784026046614335931,1784026046614339008,1784026046783946991,86545553771,7,-88.19,5.75,0x88223f586f657ffc9eb74398d2378c8bc66471597c2707aa55f8f46d781dc6a22a84dbf5daf9ea7f0425d3b352cb5895779683a6,52,868,7,125,4/5,1,86.545553771,0.169607983,86.715164831,0.102656,MEASURED
HWS-002-FIFO,6,66,FIFO,limo02,1784025961939764642,1784026140213262210,0,0,178273497568,10,-90.75,-0.72,0x995550dea0f50b427ad49d213967ee95814b0e9f319564414fba28da92a81cbf2c393daa040c00c73eabf50d23d53b8a9bff3e5d,52,868,7,125,4/5,0,178.273497568,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,67,FIFO,limo01,1784025965259927788,1784026322208444431,0,0,356948516643,6,-87.27,14.38,0x9eb8a0e56eb32a880ab98dc4f9bbd95c74e7e10437e40ca36b969d10f688a830c2b8a1a2da9bf18f116730c539b365da3048a7c2,52,868,7,125,4/5,0,356.948516643,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,68,FIFO,limo02,1784025968996045691,1784026119746443274,0,0,150750397583,0,-89.14,6.61,0x538fea9209b51ecc2a57400e2b080928616d08ec3e7b2583b8de75431d8519384e0a78f140c742c5c3fbb05083ed6eb43bc08724,52,868,7,125,4/5,0,150.750397583,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,69,FIFO,limo02,1784025973135599891,1784026295719651201,0,0,322584051310,10,-86.34,6.02,0xca2c20082579847a904906a75244354872264384b80ea03fb92c331a0d57594b4e07e347ef79fc28054e1b4d9939d6d814a30a2f,52,868,7,125,4/5,0,322.58405131,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,70,FIFO,limo01,1784025975683420243,1784026029247943600,0,0,53564523357,7,-109.50,5.67,0xe4be3a2ba8d5db399fd296a03ea90bcf0fb6786dd07d18f353e4804dd99ffc42544bb326cfab39adca5ac558f80d3f05d309cfd6,52,868,7,125,4/5,0,53.564523357,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,71,FIFO,limo02,1784025979893692160,1784026139503652439,0,0,159609960279,7,-81.43,14.62,0xa179d5355e96417c5b7bb636f7059b472839cc1c5d6efb991c87f29cb0d16ba596fcf1a692464adaac7642e581c7399ff55482db,52,868,7,125,4/5,0,159.609960279,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,72,FIFO,limo01,1784025984563092587,1784026088503004186,0,0,103939911599,4,-92.48,-0.37,0xc772a7c0524982ffd1213a85ecf7e73e837416ea788dd2e2224416d4753f9357fff6d47c36ebd951d5d72406eb110ed7c7f69652,52,868,7,125,4/5,0,103.939911599,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,73,FIFO,limo01,1784025987791736309,1784026124718908851,0,0,136927172542,6,-96.03,9.38,0xc186f406496a57be623ffb01043dd6b8f32c46d296519fb6ecd812b3de93eb2935e95586d11358d8072bdd4fdbef8a4549ed1865,52,868,7,125,4/5,0,136.927172542,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,74,FIFO,limo02,1784025988932290621,1784026079277770110,0,0,90345479489,3,-92.07,7.60,0x4989a6a0ded3d7acfcbc61b75583d5ee0669b9c321d87d5d2703f8b7fadfe24345263ffaa43312d31656cdde711e89dffce2dd16,52,868,7,125,4/5,0,90.345479489,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,75,FIFO,limo02,1784025991195388423,1784026195220666792,0,0,204025278369,2,-90.04,-3.76,0x50ca1422802edada561e47deef64f3baf606128d064a311d0fd93b1ebf8ea718646e17894a44e23e5e170c74a9af1786bb8ae3bf,52,868,7,125,4/5,0,204.025278369,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,76,FIFO,limo01,1784025997220235525,1784026078694347520,0,0,81474111995,8,-99.43,5.31,0xbc32009772e780983b455bf014769d39f31997045aded5a6aa59e9a1129ed9715733f99a4a3f76b7d927df304e5baafc5bd21fa9,52,868,7,125,4/5,0,81.474111995,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,77,FIFO,limo01,1784026001198770991,1784026298353519831,1784026298353521672,1784026298523137768,297154748840,0,-105.28,11.92,0x9feb49c40283a546eb415ff5eac52fa5d46bbdaa93a2284924c076dcfc966d86d4a2050c126ee97a9aa151431e07bc2a957fdc9d,52,868,7,125,4/5,1,297.15474884,0.169616096,297.324366777,0.102656,MEASURED
HWS-002-FIFO,6,78,FIFO,limo01,1784026005113865529,1784026084051841829,0,0,78937976300,7,-85.65,2.05,0x7b591b2afafc17a9e55105e13ae3f655d7eefba5b840a96db843b825f440f7cccec04e9fc126a2dd3b7887a1cc331933fea4deb4,52,868,7,125,4/5,0,78.9379763,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,79,FIFO,limo01,1784026008359295195,1784026157729611481,0,0,149370316286,0,-92.61,3.47,0x510f5e1197e2a7097a9c71a8c2ea4823d5fa121f52756fcbe5047d1401647e5d720a42dc00436ef24ebe546571ef8f4340aee812,52,868,7,125,4/5,0,149.370316286,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,80,FIFO,limo02,1784026009258832501,1784026091449108050,0,0,82190275549,10,-82.37,5.89,0x406d8060f0a9ee04ee6cd3e36afeb38e19a5cdf21c621ba5f73e698a0e804320663e6562c56accfc8f6c200f46f784f98619a186,52,868,7,125,4/5,0,82.190275549,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,81,FIFO,limo01,1784026011755647642,1784026187575609471,0,0,175819961829,4,-89.04,1.85,0xbb714f90e3bddacaf800f1f6335c62afe820dfa5c5d65e978bffb9cce1bcb77ed2c58427a8816130563999133c4adee199009215,52,868,7,125,4/5,0,175.819961829,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,82,FIFO,limo02,1784026016648225758,1784026126955052101,0,0,110306826343,1,-103.72,4.90,0x34fedb422f0d9825c5fe7938946394ce86f71897c192caef3ffb0235493fc139a68c86df58ca71e16399923ab56ba9ea9ee05a20,52,868,7,125,4/5,0,110.306826343,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,83,FIFO,limo02,1784026020284920281,1784026540682953831,0,0,520398033550,10,-84.95,-0.77,0x003addd0c201b2c32d98b1444bb4bcd0d891b27f66079897ce11fbc09e4cd5a47674c61c7f3066eb18d77fb8c0e32b1b1dfff3d6,52,868,7,125,4/5,0,520.39803355,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,84,FIFO,limo01,1784026023822622288,1784026333135724598,0,0,309313102310,8,-100.13,3.86,0x9bb26d534703de1c0a187d033ab6ad9e2b9f6c7a4fc2ab9bb725f9467be4477314bd6f1bb2a89db240e7243ed3e1658d51021c76,52,868,7,125,4/5,0,309.31310231,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,85,FIFO,limo01,1784026028720858700,1784026133382906014,0,0,104662047314,6,-91.36,-3.83,0x51a479ea86ce9a914430e7f6bfe095ac8c48ebaedafd2a99d24349871794de401402fe5ef32f6eb3daf6aa489e92af467e18273b,52,868,7,125,4/5,0,104.662047314,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,86,FIFO,limo01,1784026030598974797,1784026268734237585,0,0,238135262788,1,-82.42,7.23,0x7c31eb2c56e5963ddc3dbcf7531f32fa12dcb111c579f86791a9d60e249379fbfc5c8ad2eef88382828d4c56efac665f21b1b606,52,868,7,125,4/5,0,238.135262788,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,87,FIFO,limo01,1784026033517612655,1784026299260157273,0,0,265742544618,2,-81.11,1.77,0x6769d7868d4efba90638976fdd3e96f48cd122d416ad0734fbe7f893bff3993c4a741a4d1755574da0c264e2383ee1edfc3f4f96,52,868,7,125,4/5,0,265.742544618,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,88,FIFO,limo02,1784026038205394419,1784026280730070534,0,0,242524676115,10,-93.59,12.69,0xc3ea105a00e324602a876007b290acffae4cd48b9cf6fb138706b89698033267ace61e63acd51d1053759b4110c12689984e3857,52,868,7,125,4/5,0,242.524676115,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,89,FIFO,limo01,1784026040747664253,1784026130904964234,0,0,90157299981,8,-81.83,10.86,0x83493ff74647693ad88a4b1a2ede068ef4050ce07c410a6b232ef2387d383dcffe634bf05b4dce2b5bdde63cf395e1d0704315e1,52,868,7,125,4/5,0,90.157299981,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,90,FIFO,limo02,1784026042910589916,1784026144379196750,0,0,101468606834,1,-85.15,-3.87,0x50e7bbcc0a5e09ba348626d980aacc3abd89bd03dbb57995429ec78419b5aa38efad8768e731e5bd1d7ca5cfd889a30dcd9f5dd6,52,868,7,125,4/5,0,101.468606834,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,91,FIFO,limo01,1784026046408821510,1784026091348527172,0,0,44939705662,5,-88.85,8.77,0x850cfe171bf59eb4b59aa983272cd0b83d293aef1a334f6b3f82fc53792dd79fc92b07ff172e35b2620d03576f03aaed90acc16c,52,868,7,125,4/5,0,44.939705662,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,92,FIFO,limo02,1784026052641232819,1784026359473439761,0,0,306832206942,8,-109.82,11.24,0x41bae6c7b8ce8980ded32dfadd62b056ba3253060280795445eed86519743190bcd10669891aca49b3bf1e9d8a11d2766cba1e01,52,868,7,125,4/5,0,306.832206942,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,93,FIFO,limo02,1784026052993143808,1784026159149600081,0,0,106156456273,3,-98.91,7.92,0xd3bca4ab5e15604f6c8e5ea9a7024f1b229fbe4612633e5b4b5aa6003ee452fab74d3043619fcc0a6e90fe964f3783421d634968,52,868,7,125,4/5,0,106.156456273,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,94,FIFO,limo02,1784026057881019008,1784026161650134562,0,0,103769115554,0,-107.73,11.69,0x450d4e1c63616231cb712e2af79c259308efcec6d3a0a1943f18595d471cd914d34c04bac375f24fc93e72e1803b3ec554ef600d,52,868,7,125,4/5,0,103.769115554,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,95,FIFO,limo02,1784026060449073772,1784026201828380521,0,0,141379306749,9,-96.07,12.62,0x87fda44a4e6e1b3d639a4c3512622a5097a6613c2295727a7a3b0340d265cafa7b7ef4e4fc7d9195af4b92309912097294506284,52,868,7,125,4/5,0,141.379306749,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,96,FIFO,limo02,1784026066230108380,1784026530034957775,0,0,463804849395,5,-86.04,-3.82,0xc074afb6459d827ad81344f0b4fff18ea3570dcbb2e8836cc88256f1f63187a4d5567fc98ef50b0720d10c9307a59008bc547ab3,52,868,7,125,4/5,0,463.804849395,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,97,FIFO,limo01,1784026066726231014,1784026173560426036,0,0,106834195022,8,-99.37,2.05,0xc8ec8250ab711852d182b56ccbc403fb49ebe06c016079e36d6ddafc7993f545496fa0b97245878e8b4f2e05c12dd77e5f27403d,52,868,7,125,4/5,0,106.834195022,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,98,FIFO,limo01,1784026070164028929,1784026365499433183,0,0,295335404254,7,-97.47,-1.67,0x7bc4b72476f1279b9af2a6f25137cd0870fc09193c00be65739c49682d77a77ee361134da48a6c812b8497d7f43b257543409dbd,52,868,7,125,4/5,0,295.335404254,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,99,FIFO,limo02,1784026076476352087,1784026195910452454,0,0,119434100367,0,-103.98,-0.37,0xf3a9913ae021fecd65ef13ccd23bb94d71ca9807f73e6a0b7f34cfdab1bf013c50711c788dc8528c2ae45feaa71547736018875e,52,868,7,125,4/5,0,119.434100367,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,100,FIFO,limo02,1784026077302680984,1784026322287916672,0,0,244985235688,4,-100.61,14.86,0x8339c97b82df4506521aa5f90eb4665073301588595d312004b922d968eaa9dbd3578d01824f623e25f81f9abe7d215a64fa0017,52,868,7,125,4/5,0,244.985235688,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,101,FIFO,limo02,1784026081716168496,1784026201247740025,0,0,119531571529,9,-103.41,3.86,0xbfebb60bf635a9c5c51c908b4ba1730542a75568069b99f1ef4a25b2f67e7b97281ac643156d3fced3414697256154cb84b2a8ba,52,868,7,125,4/5,0,119.531571529,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,102,FIFO,limo02,1784026083873934247,1784026171914155772,0,0,88040221525,1,-81.37,4.57,0x6193fd1f0af26d826d3818bbb83cc7b29ab35570b20f73415b0c19d2e8b13e64b4c94b26339e855b5b751afdcad0de5b954c4eaf,52,868,7,125,4/5,0,88.040221525,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,103,FIFO,limo01,1784026089820262949,1784026252772140749,0,0,162951877800,1,-90.58,0.77,0xc9160ef46a52bb679a6e02c63b7a88e999e9ba327ba7a930746c3990041f8b282dcbddb1ce9bd2ff91404bbf30a5fd824b8af759,52,868,7,125,4/5,0,162.9518778,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,104,FIFO,limo01,1784026093181935563,1784026240052704631,0,0,146870769068,6,-82.57,-4.90,0x1789d1dd7f8b4e54133ebc564e813c82de65861c70ca7c5c60665b571b49175d78a0ba63356d019b9711d9c69dd46fcf3e609679,52,868,7,125,4/5,0,146.870769068,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,105,FIFO,limo02,1784026095479746345,1784026386807881779,0,0,291328135434,10,-82.42,-2.82,0x1cf29ad20cfc073d1fa44b63737f7878f0f10712e572a351d2eb183933773cb41dcf7a7ac1924a4edf9212b733463c1b1a3300fc,52,868,7,125,4/5,0,291.328135434,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,106,FIFO,limo01,1784026097843141489,1784026290434479150,0,0,192591337661,2,-108.42,6.28,0x2df057d3c7333e990520adb466ebb3f40cff05872c3c74d6f9791d40257f6feff7068a9f71ed05585977c420e9f06bc427acf986,52,868,7,125,4/5,0,192.591337661,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,107,FIFO,limo01,1784026101228849457,1784026401459076964,0,0,300230227507,6,-97.34,13.28,0xe79268e62787b7520673e89a71bf21c7bd432c375285e2e86054dd93c0fca706e17eaa7c7b263b6307b7949f9d978bf7594a5962,52,868,7,125,4/5,0,300.230227507,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,108,FIFO,limo01,1784026106867668727,1784026260562609173,0,0,153694940446,8,-81.90,6.27,0xce277c09c00cc80dc7ec3b966127bc831129d49d8dbeddc26bec6fcaf4e37d7e9fc33935a1f36958165852c7a12d66b40aa969b2,52,868,7,125,4/5,0,153.694940446,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,109,FIFO,limo02,1784026108506534274,1784026268424295503,0,0,159917761229,1,-85.29,0.35,0xc9fc481511a3876e6ea4b02b442e24e197eb41d5a1116bc2712a4e24243c75c98dcc9baf7e61799fb4da63a6d91eef9e266bc1ee,52,868,7,125,4/5,0,159.917761229,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,110,FIFO,limo01,1784026113128935219,1784026312689915897,1784026312689917895,1784026312859201874,199560980678,1,-96.01,11.91,0x9a92a58c7cde8f5995608e227169730b7918438ec9dccf5991dc66f09758b5a0ffa6b2a6a5f9f026ed9a08bfa7a20615d8d841f5,52,868,7,125,4/5,1,199.560980678,0.169283979,199.730266655,0.102656,MEASURED
HWS-002-FIFO,6,111,FIFO,limo02,1784026117500283145,1784026284326758553,0,0,166826475408,1,-106.97,6.97,0xd03fb16c3bd5f84d1369031e5fa0db9496d3e7871d97729e99faafd77400da88723341c6d36a7ce39e57ad815a583a6b692eca98,52,868,7,125,4/5,0,166.826475408,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,112,FIFO,limo01,1784026119343824469,1784026241171580364,0,0,121827755895,5,-108.44,8.46,0x42c0da6230630ebbb063d3d1f3e9e63b82fc0f743e39e273dfd4874a8837b99601a9a960dacfa8d8f75d2ce86b4ff12037c6992f,52,868,7,125,4/5,0,121.827755895,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,113,FIFO,limo02,1784026121255232779,1784026457679469929,0,0,336424237150,8,-82.91,1.29,0x2646b3457ceefbc6bf43dcb7f3277c7618dcc952b0e35c30a3ea3d86b3e04c526bca7181eaacd45c72942c37e706a05735b85123,52,868,7,125,4/5,0,336.42423715,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,114,FIFO,limo02,1784026127400448076,1784026321764719680,0,0,194364271604,9,-97.34,7.29,0x9df2228ac39aba43824e92067360963f5ab1f1e074f4e8b6eded6e3d017a50809c40be4a95df44fcf4c2e0b2ef6501c6b14834c7,52,868,7,125,4/5,0,194.364271604,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,115,FIFO,limo01,1784026130738413117,1784026237876767109,0,0,107138353992,10,-81.77,2.74,0x338db1a43668c91a51fc51c64d4b51373dbc74322305fdc05ba1a0175e3b5302def9a4e580ac1f64bbb8acf4018f2b4db2fc3c71,52,868,7,125,4/5,0,107.138353992,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,116,FIFO,limo01,1784026132064760168,1784026232558185111,0,0,100493424943,10,-101.50,-0.73,0x30bf83478e573a4e7b99fe9a72e090b155cc5d591ed3dd99b19c80c00cffacb72e173ec42f852233bf9fdac32771e02c19ed5aa4,52,868,7,125,4/5,0,100.493424943,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,117,FIFO,limo02,1784026136363232598,1784026246577928184,0,0,110214695586,9,-97.37,-0.03,0x725189df5e8abf70d191eeb96d5ddc5b367e726ec62fa56803a28cedb98c6ceace27f02138ae09f62cdef3ca6055f7fa3946e2f0,52,868,7,125,4/5,0,110.214695586,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,118,FIFO,limo01,1784026138109417336,1784026294657585884,0,0,156548168548,8,-85.48,2.70,0xbcd9b938eaf5e1e5a57fbdb35d1e17814d39e6572aded2d25f087a73b9e86ec178d4d1a17b92b4cad789d4719ecfb890a5cd5643,52,868,7,125,4/5,0,156.548168548,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,119,FIFO,limo01,1784026144170946990,1784026253369692416,1784026253369696931,1784026253539999265,109198745426,10,-82.83,0.86,0x06a89e22f420657f881ccc229ca9ffa4549dddf352931e908d0b87063fd694015959e16b9218b74155cf24ece35f5f249c6945a8,52,868,7,125,4/5,1,109.198745426,0.170302334,109.369052275,0.102656,MEASURED
HWS-002-FIFO,6,120,FIFO,limo01,1784026148183878945,1784026313786932966,0,0,165603054021,0,-92.14,2.66,0xa7237fb9b3225e4f54188d5ebe434fe2138c81d7c1cdd0ec4259e0c253523c3cc2c876714b3eefd243792f8117e9ee0504c3e9d5,52,868,7,125,4/5,0,165.603054021,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,121,FIFO,limo02,1784026151171503458,1784026280987845241,0,0,129816341783,5,-100.61,9.48,0x280a988ee39b8289bf88a2e0c82b91160b4f7ee9e5a4344946919da42d65d539955c052bf0e83106259f636080396152a07469cf,52,868,7,125,4/5,0,129.816341783,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,122,FIFO,limo02,1784026154392960976,1784026245112615919,0,0,90719654943,1,-81.61,0.43,0xad79aa7442352029903ee3bc007284d2a25e8c11282cba31b78dd124764e61ade684de163209d8a3be3873493eaf6d8c25fb6307,52,868,7,125,4/5,0,90.719654943,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,123,FIFO,limo01,1784026156335424700,1784026260647730424,0,0,104312305724,5,-106.89,1.76,0x55cbab5d416cb197aefa341573186649ba1daa0c938c06a86aa4c7792c143f34df5564b39190e53adc780430602b42e620389d2b,52,868,7,125,4/5,0,104.312305724,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,124,FIFO,limo01,1784026158756931373,1784026397503964918,1784026397503968610,1784026397669820826,238747033545,1,-86.79,10.53,0xc80638a68cc8c0063d6e4577f77166bc015436d5b92b2e0241101c2418d0b65b0734e45b39df884ccd653cdcc3285b0b41ca1d78,52,868,7,125,4/5,1,238.747033545,0.165852216,238.912889453,0.102656,MEASURED
HWS-002-FIFO,6,125,FIFO,limo01,1784026164843793552,1784026236929663817,0,0,72085870265,8,-86.31,1.25,0x2c3ff4260cb8ddf346d267f0ed0829e0b83fe91a906b9ae24f663dc3926c572102c2cad3b955a2b1837dcb2c77a96e4291e4b077,52,868,7,125,4/5,0,72.085870265,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,126,FIFO,limo01,1784026165097002131,1784026297717526480,0,0,132620524349,3,-98.02,5.03,0x8202ee9db9b7c9a6489ad75758b87f675a17cbe5b5214a7d3f6c4c793a6c6710db18bd2ba312c9067629bd876ef3ced2ec92424d,52,868,7,125,4/5,0,132.620524349,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,127,FIFO,limo01,1784026168395286507,1784026226529112138,0,0,58133825631,7,-98.21,9.40,0x94a90beecdc93e35ee090fad52980b689d550bde086866873b785d235aedc8d87f58730de96fddc30d1f43405da808ce31d1f1e6,52,868,7,125,4/5,0,58.133825631,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,128,FIFO,limo01,1784026175749074426,1784026231145613997,0,0,55396539571,6,-98.97,-3.42,0x0b8b7a55cb03057fe382366d2131644e5cfa63148b4f7a0d99993f5cb4bb64e53b63fd44a9ceba40d3a66736938a64cf303915ba,52,868,7,125,4/5,0,55.396539571,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,129,FIFO,limo01,1784026177839908531,1784026272437077924,0,0,94597169393,7,-89.06,8.53,0x368fdb2421742fe7ac0ca2fcf82b02432c88f345b2e48fa1c677d7f7b69b0a3adf1cb3f9b0c76e58f88e3f63b429795c0c78bd31,52,868,7,125,4/5,0,94.597169393,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,130,FIFO,limo02,1784026180687591688,1784026235240349248,0,0,54552757560,0,-83.31,2.32,0x7813c9db2cae68d676d8f72aa399d074ba32890887c6d9d32dd07ebd8a363dffc44569b5fe18c41c3846c636c5e729eaa48ffd75,52,868,7,125,4/5,0,54.55275756,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,131,FIFO,limo01,1784026185288520073,1784026411660849883,0,0,226372329810,10,-108.63,-2.05,0x673d3aeea1fa351371f93f51b5961d873ba8e09b496ac81239eb0ab2054cbe562ff54d11e32ddeb8d2c88733d5e85da6486915e0,52,868,7,125,4/5,0,226.37232981,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,132,FIFO,limo02,1784026186555090329,1784026410327500477,0,0,223772410148,9,-82.61,12.80,0x83405a6bb73c5112a20248896ff010de3b3a352eeb4cb33c871d14e591bd3988c1ce725cfcfe8e14792c630f97ad754bd908179c,52,868,7,125,4/5,0,223.772410148,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,133,FIFO,limo01,1784026188868350279,1784026327211190017,0,0,138342839738,0,-109.47,-0.72,0x158455b6b7cec563b5118f1a4e2f954dde3b9fd0e9de95fb6f074f7cf6d70ab7bc35ba92c93c0a5de919e98a515157b8793ec383,52,868,7,125,4/5,0,138.342839738,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,134,FIFO,limo01,1784026195872687000,1784026357241062379,0,0,161368375379,8,-95.67,-4.08,0x2d881abc71e0edf8a72f251c8570c3190e6f6c2adfd7e5e1ab5b81a220d6d0094473f13b16164e52a8f388ee0a56b03a9b109245,52,868,7,125,4/5,0,161.368375379,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,135,FIFO,limo02,1784026199262884146,1784026312543861421,0,0,113280977275,10,-83.37,9.29,0xcdf3a3939ba61447703f3f5f91474a2c23ce238e8cd001c718db0b3bcae88e7c7baa1e1a31f78cb5db0d2eb6a6859e2999f30475,52,868,7,125,4/5,0,113.280977275,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,136,FIFO,limo01,1784026201434496447,1784026285562065263,0,0,84127568816,5,-83.99,-4.23,0x4f528832de3146aade0dbbf92029d7bb673fd7807a23f2a1282176eaaa4645d7a4cc8a4b34aa8cba6d7417d3696a28576626185d,52,868,7,125,4/5,0,84.127568816,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,137,FIFO,limo02,1784026206383935552,1784026321360510894,0,0,114976575342,10,-97.31,0.00,0x27cd178b09a5ccca27991dd5a56a03649edbb959737bd80a1fa758095b87255ec91acccc9ff948804a5b62d149b2311b8520f979,52,868,7,125,4/5,0,114.976575342,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,138,FIFO,limo02,1784026207323999531,1784026528523840115,0,0,321199840584,3,-106.64,11.72,0x2deef6bb4ca33439fd94726535adfe9185e7782eb460bf64f68649446c62c67d6fe0fda66495f55b1d2d7b7eec2e6b1ec1d20810,52,868,7,125,4/5,0,321.199840584,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,139,FIFO,limo01,1784026211234106812,1784026375746090947,0,0,164511984135,6,-96.21,2.19,0xf5010ca77408442a9f8172fa37b6d8a2fe35e291ccfb71c7ac147dbabd3d89bb4fa93a1f35c2d226fe6e1d99b4998651b6ab89bd,52,868,7,125,4/5,0,164.511984135,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,140,FIFO,limo02,1784026214600455684,1784026395494992790,0,0,180894537106,5,-99.14,1.76,0x2cf0a49a51bc9a2a071b9c0887d5550b3fa03eb36d3928ba8ef5b6b6723caafe595ae2f66774558ee5d452377b9bbc3877bd3985,52,868,7,125,4/5,0,180.894537106,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,141,FIFO,limo02,1784026217401062505,1784026359117908990,0,0,141716846485,8,-97.97,14.51,0x3206f6ad786b070c36c600121c9b4a9cdfec8133a75318d5527fa0d4f3ac3965e9d04dfc26cf5569805fb8e5ece9f0d630fccf3a,52,868,7,125,4/5,0,141.716846485,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,142,FIFO,limo02,1784026223543563847,1784026400277795314,0,0,176734231467,2,-98.18,3.72,0xa0c44bc741e590e9768fd1fb9ca9c3c3668ebaf0b2ba6d09413725b3815860f1938d9c56c9771538f9d1ca4b30326f9f14d572ac,52,868,7,125,4/5,0,176.734231467,,,0.102656,NOT_RECORDED
HWS-002-FIFO,6,143,FIFO,limo01,1784026223083796401,1784026366600249368,0,0,143516452967,2,-102.27,-1.56,0x35797915416f4f13f4571c1a46b32835ea7372458189dc158aa9ce0ef3fa0119fd3577e3a47c9b690414e15010698f0934b2adec,52,868,7,125,4/5,0,143.516452967,,,0.102656,NOT_RECORDED
